Approved symbol	Approved name	Synonyms
RAD17	RAD17 checkpoint clamp loader component	Rad24, RAD17Sp, CCYC
RAD18	RAD18 E3 ubiquitin protein ligase	RNF73
RAD21	RAD21 cohesin complex component	KIAA0078, hHR21, SCC1
RAD21L1	RAD21 cohesin complex component like 1	dJ545L17.2, RAD21L
RAD23A	RAD23 homolog A, nucleotide excision repair protein	HHR23A, MGC111083
RAD23B	RAD23 homolog B, nucleotide excision repair protein	HHR23B, P58, HR23B
RAD50	RAD50 double strand break repair protein	hRad50, RAD50-2
RAD51	RAD51 recombinase	HsRad51, HsT16930, BRCC5, FANCR
RAD51AP1	RAD51 associated protein 1	PIR51
RAD51AP2	RAD51 associated protein 2	FLJ17540
RAD51B	RAD51 paralog B	REC2, hREC2, R51H2
RAD51C	RAD51 paralog C	RAD51L2, FANCO
RAD51D	RAD51 paralog D	R51H3, Trad, HsTRAD
RAD52	RAD52 homolog, DNA repair protein	
RAD54B	RAD54 homolog B	RDH54
RAD54L	RAD54 like	hHR54, hRAD54, RAD54A
RAD54L2	RAD54 like 2	KIAA0809, SRISNF2L, ARIP4
RADIL	Rap associating with DIL domain	FLJ10324, KIAA1849, RASIP2
RADX	RPA1 related single stranded DNA binding protein, X-linked	FLJ14191, FLJ10178
RAE1	ribonucleic acid export 1	Mnrp41, Gle2
RAET1E	retinoic acid early transcript 1E	LETAL, bA350J20.7, ULBP4
RAET1G	retinoic acid early transcript 1G	ULBP5
RAET1L	retinoic acid early transcript 1L	
RAF1	Raf-1 proto-oncogene, serine/threonine kinase	Raf-1, c-Raf, CRAF
RAG1	recombination activating 1	RNF74, MGC43321
RAG2	recombination activating 2	
RAI1	retinoic acid induced 1	DKFZP434A139, SMS, KIAA1820, MGC12824
RAI2	retinoic acid induced 2	
RAI14	retinoic acid induced 14	NORPEG, KIAA1334, RAI13, DKFZp564G013
RALA	RAS like proto-oncogene A	
RALB	RAS like proto-oncogene B	
RALBP1	ralA binding protein 1	RLIP76, RIP1, RIP
RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1	GRIPE, DKFZp667F074, KIAA0884, Tulip1, RalGAPalpha1
RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2	dJ1049G11.4, AS250, KIAA1272, RapGAPalpha2
RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	DKFZp781M2411, RalGAPbeta
RALGDS	ral guanine nucleotide dissociation stimulator	RGF, RalGEF, RGDS
RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	RALGPS1A, RALGEF2, KIAA0351
RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	KIAA0351, FLJ10244, FLJ25604
RALY	RALY heterogeneous nuclear ribonucleoprotein	P542, HNRPCL2
RALYL	RALY RNA binding protein like	HNRPCL3
RAMAC	RNA guanine-7 methyltransferase activating subunit	HsT19360, C15orf18, MGC2560, RAM
RAMP1	receptor activity modifying protein 1	
RAMP2	receptor activity modifying protein 2	
RAMP3	receptor activity modifying protein 3	
RAN	RAN, member RAS oncogene family	ARA24, TC4, Gsp1
RANBP1	RAN binding protein 1	HTF9A
RANBP2	RAN binding protein 2	NUP358, ADANE
RANBP3	RAN binding protein 3	
RANBP3L	RAN binding protein 3 like	FLJ25422
RANBP6	RAN binding protein 6	
RANBP9	RAN binding protein 9	RanBPM
RANBP10	RAN binding protein 10	KIAA1464
RANBP17	RAN binding protein 17	
RANGAP1	Ran GTPase activating protein 1	Fug1, KIAA1835
RANGRF	RAN guanine nucleotide release factor	MOG1, HSPC165, HSPC236, RANGNRF
RAP1A	RAP1A, member of RAS oncogene family	KREV-1, SMGP21
RAP1B	RAP1B, member of RAS oncogene family	K-REV, RAL1B, DKFZp586H0723
RAP1GAP	RAP1 GTPase activating protein	KIAA0474, RAP1GAP1, RAP1GAPII
RAP1GAP2	RAP1 GTPase activating protein 2	KIAA1039
RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	SmgGDS
RAP2A	RAP2A, member of RAS oncogene family	K-REV
RAP2B	RAP2B, member of RAS oncogene family	
RAP2C	RAP2C, member of RAS oncogene family	DKFZp313B211
RAPGEF1	Rap guanine nucleotide exchange factor 1	C3G
RAPGEF2	Rap guanine nucleotide exchange factor 2	PDZ-GEF1, RA-GEF, DKFZP586O1422, KIAA0313
RAPGEF3	Rap guanine nucleotide exchange factor 3	cAMP-GEFI, EPAC, bcm910
RAPGEF4	Rap guanine nucleotide exchange factor 4	cAMP-GEFII, CGEF2
RAPGEF5	Rap guanine nucleotide exchange factor 5	KIAA0277, GFR, MR-GEF
RAPGEF6	Rap guanine nucleotide exchange factor 6	RA-GEF-2, PDZ-GEF2
RAPGEFL1	Rap guanine nucleotide exchange factor like 1	Link-GEFII
RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	KIAA1681
RAPSN	receptor associated protein of the synapse	RNF205, CMS1D, CMS1E
RARA	retinoic acid receptor alpha	RAR, NR1B1
RARB	retinoic acid receptor beta	HAP, NR1B2, RRB2
RARG	retinoic acid receptor gamma	RARC, NR1B3
RARRES1	retinoic acid receptor responder 1	TIG1, LXNL
RARRES2	retinoic acid receptor responder 2	TIG2, HP10433
RARS1	arginyl-tRNA synthetase 1	DALRD1
RARS2	arginyl-tRNA synthetase 2, mitochondrial	MGC14993, MGC23778, PRO1992, dJ382I10.6, DALRD2
RASA1	RAS p21 protein activator 1	GAP, CM-AVM, p120GAP, p120RASGAP, p120
RASA2	RAS p21 protein activator 2	GAP1M
RASA3	RAS p21 protein activator 3	GAP1IP4BP, GAPIII
RASA4	RAS p21 protein activator 4	KIAA0538, CAPRI, GAPL
RASA4B	RAS p21 protein activator 4B	
RASAL1	RAS protein activator like 1	RASAL
RASAL2	RAS protein activator like 2	nGAP
RASAL3	RAS protein activator like 3	FLJ21438
RASD1	ras related dexamethasone induced 1	DEXRAS1, AGS1
RASD2	RASD family member 2	TEM2, Rhes, MGC:4834
RASEF	RAS and EF-hand domain containing	FLJ31614
RASGEF1A	RasGEF domain family member 1A	CG4853, FLJ37817
RASGEF1B	RasGEF domain family member 1B	GPIG4, FLJ31695
RASGEF1C	RasGEF domain family member 1C	FLJ35841
RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	CDC25L, CDC25, GRF55, H-GRF55, GNRP, PP13187
RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	GRF2, Ras-GRF2
RASGRP1	RAS guanyl releasing protein 1	CalDAG-GEFII, RASGRP
RASGRP2	RAS guanyl releasing protein 2	CALDAG-GEFI
RASGRP3	RAS guanyl releasing protein 3	KIAA0846, GRP3, CalDAG-GEFIII
RASGRP4	RAS guanyl releasing protein 4	
RASIP1	Ras interacting protein 1	FLJ20401, RAIN
RASL10A	RAS like family 10 member A	RRP22
RASL10B	RAS like family 10 member B	VTS58635, RRP17
RASL11A	RAS like family 11 member A	
RASL11B	RAS like family 11 member B	
RASL12	RAS like family 12	RIS
RASSF1	Ras association domain family member 1	NORE2A, REH3P21, RDA32, 123F2
RASSF2	Ras association domain family member 2	KIAA0168, CENP-34
RASSF3	Ras association domain family member 3	
RASSF4	Ras association domain family member 4	AD037, MGC44914
RASSF5	Ras association domain family member 5	Maxp1, NORE1, RAPL
RASSF6	Ras association domain family member 6	
RASSF7	Ras association domain family member 7	HRC1, HRAS1
RASSF8	Ras association domain family member 8	HoJ-1
RASSF9	Ras association domain family member 9	P-CIP1
RASSF10	Ras association domain family member 10	
RAVER1	ribonucleoprotein, PTB binding 1	KIAA1978
RAVER2	ribonucleoprotein, PTB binding 2	KIAA1579, FLJ10770
RAX	retina and anterior neural fold homeobox	RX
RAX2	retina and anterior neural fold homeobox 2	MGC15631, ARMD6, CORD11
RB1	RB transcriptional corepressor 1	RB, PPP1R130
RB1CC1	RB1 inducible coiled-coil 1	KIAA0203, Cc1, DRAGOU14, FIP200, ATG17, PPP1R131
RBAK	RB associated KRAB zinc finger	ZNF769
RBBP4	RB binding protein 4, chromatin remodeling factor	RbAp48, NURF55, lin-53
RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	RBQ3, SWD1
RBBP6	RB binding protein 6, ubiquitin ligase	P2P-R, PACT, SNAMA
RBBP7	RB binding protein 7, chromatin remodeling factor	RbAp46
RBBP8	RB binding protein 8, endonuclease	CtIP, RIM, COM1
RBBP8NL	RBBP8 N-terminal like	dJ908M14.3
RBBP9	RB binding protein 9, serine hydrolase	Bog
RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	RBCK2, XAP4, RNF54, ZRANB4, UBCE7IP3, HOIL1
RBFA	ribosome binding factor A	FLJ21172, HsT169
RBFOX1	RNA binding fox-1 homolog 1	A2BP1, FOX-1, HRNBP1
RBFOX2	RNA binding fox-1 homolog 2	HNRBP2, FOX-2, HRNBP2
RBFOX3	RNA binding fox-1 homolog 3	FOX-3, NeuN, HRNBP3
RBIS	ribosomal biogenesis factor	
RBKS	ribokinase	DKFZp686G13268, RBSK
RBL1	RB transcriptional corepressor like 1	p107, cp107, PRB1
RBL2	RB transcriptional corepressor like 2	Rb2, p130
RBM3	RNA binding motif protein 3	IS1-RNPL
RBM4	RNA binding motif protein 4	LARK, RBM4A, ZCRB3A, ZCCHC21
RBM4B	RNA binding motif protein 4B	MGC10871, ZCCHC15, RBM4L, ZCRB3B, ZCCHC21B
RBM5	RNA binding motif protein 5	LUCA15, LUCA-15, H37
RBM6	RNA binding motif protein 6	DEF-3, 3G2, NY-LU-12, g16, DEF3
RBM7	RNA binding motif protein 7	
RBM8A	RNA binding motif protein 8A	ZNRP, BOV-1A, BOV-1B, BOV-1C, RBM8B, Y14
RBM10	RNA binding motif protein 10	DXS8237E, KIAA0122, GPATC9, ZRANB5, GPATCH9, S1-1
RBM11	RNA binding motif protein 11	
RBM12	RNA binding motif protein 12	HRIHFB2091, KIAA0765, SWAN
RBM12B	RNA binding motif protein 12B	
RBM14	RNA binding motif protein 14	SIP, SYTIP1, COAA, DKFZp779J0927
RBM15	RNA binding motif protein 15	OTT, OTT1
RBM15B	RNA binding motif protein 15B	HUMAGCGB, OTT3
RBM17	RNA binding motif protein 17	SPF45, MGC14439
RBM18	RNA binding motif protein 18	MGC2734
RBM19	RNA binding motif protein 19	DKFZp586F1023, KIAA0682, Mrd1
RBM20	RNA binding motif protein 20	
RBM22	RNA binding motif protein 22	FLJ10290, ZC3H16, fSAP47, Cwc2
RBM23	RNA binding motif protein 23	FLJ10482, CAPERbeta
RBM24	RNA binding motif protein 24	FLJ30829, dJ259A10.1
RBM25	RNA binding motif protein 25	S164, fSAP94, NET52, Snu71
RBM26	RNA binding motif protein 26	PRO1777, SE70-2, FLJ20957, ZC3H17, ARRS2, PPP1R132
RBM27	RNA binding motif protein 27	KIAA1311, ARRS1, Psc1, ZC3H20
RBM28	RNA binding motif protein 28	FLJ10377
RBM33	RNA binding motif protein 33	DKFZp686F102, MGC20460, DKFZp434D1319
RBM34	RNA binding motif protein 34	KIAA0117
RBM38	RNA binding motif protein 38	HSRNASEB, SEB4D, seb4B, dJ800J21.2
RBM39	RNA binding motif protein 39	CC1.3, HCC1, CAPER, fSAP59, CAPERalpha
RBM41	RNA binding motif protein 41	FLJ11016
RBM42	RNA binding motif protein 42	MGC10433
RBM43	RNA binding motif protein 43	FLJ45645
RBM44	RNA binding motif protein 44	FLJ40411
RBM45	RNA binding motif protein 45	DRB1, FLJ44612
RBM46	RNA binding motif protein 46	MGC27016, CT68
RBM47	RNA binding motif protein 47	FLJ20273, NET18
RBM48	RNA binding motif protein 48	DKFZp564O0523, HSPC304
RBMS1	RNA binding motif single stranded interacting protein 1	SCR2, MSSP-1, MSSP-2, MSSP-3, YC1, HCC-4, DKFZp564H0764
RBMS2	RNA binding motif single stranded interacting protein 2	SCR3
RBMS3	RNA binding motif single stranded interacting protein 3	
RBMX	RNA binding motif protein X-linked	RNMX, hnRNP-G, HNRNPG
RBMX2	RNA binding motif protein X-linked 2	CGI-79, Snu17
RBMXL1	RBMX like 1	KAT3
RBMXL2	RBMX like 2	HNRNPG-T, HNRPGT
RBMXL3	RBMX like 3	FLJ40249
RBMY1A1	RNA binding motif protein Y-linked family 1 member A1	YRRM1, YRRM2
RBMY1B	RNA binding motif protein Y-linked family 1 member B	
RBMY1C	RNA binding motif protein Y-linked family 1 member C	
RBMY1D	RNA binding motif protein Y-linked family 1 member D	
RBMY1E	RNA binding motif protein Y-linked family 1 member E	
RBMY1F	RNA binding motif protein Y-linked family 1 member F	MGC33094
RBMY1J	RNA binding motif protein Y-linked family 1 member J	
RBP1	retinol binding protein 1	CRABP-I, CRBP1, CRBP, RBPC, CRBPI
RBP2	retinol binding protein 2	CRBP2, RBPC2, CRBPII, CRABP-II
RBP3	retinol binding protein 3	D10S64, D10S65, D10S66, RP66
RBP4	retinol binding protein 4	
RBP5	retinol binding protein 5	CRBPIII
RBP7	retinol binding protein 7	CRBPIV
RBPJ	recombination signal binding protein for immunoglobulin kappa J region	SUH, IGKJRB, RBPJK, KBF2, RBP-J, CBF1
RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	RBP-L, SUH, SUHL
RBPMS	RNA binding protein, mRNA processing factor	HERMES
RBPMS2	RNA binding protein, mRNA processing factor 2	
RBSN	rabenosyn, RAB effector	
RBX1	ring-box 1	ROC1, RNF75, BA554C12.1
RC3H1	ring finger and CCCH-type domains 1	KIAA2025, roquin, RP5-1198E17.5, RNF198
RC3H2	ring finger and CCCH-type domains 2	FLJ20301, FLJ20713, RNF164
RCAN1	regulator of calcineurin 1	
RCAN2	regulator of calcineurin 2	ZAKI-4
RCAN3	RCAN family member 3	
RCBTB1	RCC1 and BTB domain containing protein 1	FLJ10716, CLLD7, CLLL7
RCBTB2	RCC1 and BTB domain containing protein 2	
RCC1	regulator of chromosome condensation 1	
RCC1L	RCC1 like	
RCC2	regulator of chromosome condensation 2	TD-60
RCCD1	RCC1 domain containing 1	MGC14386
RCE1	Ras converting CAAX endopeptidase 1	hRCE1, FACE-2, FACE2
RCHY1	ring finger and CHY zinc finger domain containing 1	CHIMP, DKFZp586C1620, PRO1996, RNF199, ARNIP, PIRH2, ZCHY
RCL1	RNA terminal phosphate cyclase like 1	RPCL1, RNAC
RCN1	reticulocalbin 1	Rcal, PIG20, FLJ37041
RCN2	reticulocalbin 2	ERC-55, E6BP, ERC55, TCBP49
RCN3	reticulocalbin 3	RLP49
RCOR1	REST corepressor 1	COREST, KIAA0071
RCOR2	REST corepressor 2	
RCOR3	REST corepressor 3	FLJ10876
RCSD1	RCSD domain containing 1	MK2S4, MGC21854, CapZIP
RCVRN	recoverin	
RD3	retinal degeneration 3, GUCY2D regulator	LCA12
RD3L	retinal degeneration 3 like	TDRD9AS1
RDH5	retinol dehydrogenase 5	HSD17B9, SDR9C5
RDH8	retinol dehydrogenase 8	PRRDH, SDR28C2
RDH10	retinol dehydrogenase 10	SDR16C4
RDH11	retinol dehydrogenase 11	MDT1, SDR7C1, ARSDR1
RDH12	retinol dehydrogenase 12	FLJ30273, SDR7C2, LCA13, RP53
RDH13	retinol dehydrogenase 13	SDR7C3
RDH14	retinol dehydrogenase 14	PAN2, SDR7C4
RDH16	retinol dehydrogenase 16	RODH-4, SDR9C8
RDM1	RAD52 motif containing 1	MGC33977
RDX	radixin	
REC8	REC8 meiotic recombination protein	Rec8p, kleisin-alpha
REC114	REC114 meiotic recombination protein	LOC283677, FLJ27520, FLJ36860, FLJ44083, CT147
RECK	reversion inducing cysteine rich protein with kazal motifs	hRECK
RECQL	RecQ like helicase	RecQ1, RecQL1
RECQL4	RecQ like helicase 4	RecQ4
RECQL5	RecQ like helicase 5	RecQ5, FLJ90603
REELD1	reeler domain containing 1	
REEP1	receptor accessory protein 1	FLJ13110, SPG31, Yip2a
REEP2	receptor accessory protein 2	SGC32445, SPG72, Yip2d
REEP3	receptor accessory protein 3	Yip2b
REEP4	receptor accessory protein 4	FLJ22246, FLJ22277, PP432, Yip2c
REEP5	receptor accessory protein 5	DP1, TB2, D5S346, Yip2e
REEP6	receptor accessory protein 6	DP1L1, FLJ25383, Yip2f
REG1A	regenerating family member 1 alpha	PSP, PTP, PSPS, PSPS1
REG1B	regenerating family member 1 beta	REGL, PSPS2, REGH, REGI-BETA
REG3A	regenerating family member 3 alpha	HIP, REG-III, REG3, PBCGF, PAP1
REG3G	regenerating family member 3 gamma	UNQ429, LPPM429, PAP1B
REG4	regenerating family member 4	REG-IV, RELP, GISP
REL	REL proto-oncogene, NF-kB subunit	I-Rel, c-Rel
RELA	RELA proto-oncogene, NF-kB subunit	p65
RELB	RELB proto-oncogene, NF-kB subunit	REL-B
RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	HsT885, HsT3308, FLJ33841
RELL1	RELT like 1	
RELL2	RELT like 2	FLJ90583
RELN	reelin	RL, PRO1598
RELT	RELT TNF receptor	FLJ14993
REM1	RRAD and GEM like GTPase 1	GES
REM2	RRAD and GEM like GTPase 2	FLJ38964
REN	renin	
RENBP	renin binding protein	RNBP, RBP
REP15	RAB15 effector protein	RAB15EP
REPIN1	replication initiator 1	RIP60, AP4, H_DJ0584D14.12, Zfp464
REPS1	RALBP1 associated Eps domain containing 1	
REPS2	RALBP1 associated Eps domain containing 2	POB1
RER1	retention in endoplasmic reticulum sorting receptor 1	
RERE	arginine-glutamic acid dipeptide repeats	KIAA0458, ARP, ARG, DNB1
RERG	RAS like estrogen regulated growth inhibitor	MGC15754
RERGL	RERG like	FLJ22655
RESF1	retroelement silencing factor 1	FLJ20696, FLJ10652, UTA2-1, GET
RESP18	regulated endocrine specific protein 18	
REST	RE1 silencing transcription factor	NRSF, XBR
RET	ret proto-oncogene	PTC, CDHF12, RET51, CDHR16
RETN	resistin	FIZZ3, ADSF, RETN1
RETNLB	resistin like beta	HXCP2, FIZZ2, RELMb
RETREG1	reticulophagy regulator 1	FLJ20152, JK1
RETREG2	reticulophagy regulator family member 2	MGC3035, MAG-2
RETREG3	reticulophagy regulator family member 3	DKFZp686B1036, FLJ33806
RETSAT	retinol saturase	FLJ20296
REV1	REV1 DNA directed polymerase	
REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	POLZ, REV3
REX1BD	required for excision 1-B domain containing	FLJ20850, FLJ30108, FLJ34606, FLJ37391
REXO1	RNA exonuclease 1 homolog	EloA-BP1, KIAA1138
REXO2	RNA exonuclease 2	DKFZP566E144, SFN, CGI-114
REXO4	REX4 homolog, 3'-5' exonuclease	hPMC2
REXO5	RNA exonuclease 5	NEF-sp
RFC1	replication factor C subunit 1	A1, PO-GA, RFC140, MHCBFB
RFC2	replication factor C subunit 2	A1, RFC40
RFC3	replication factor C subunit 3	RFC38, MGC5276
RFC4	replication factor C subunit 4	A1, RFC37
RFC5	replication factor C subunit 5	RFC36
RFESD	Rieske Fe-S domain containing	
RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase	rififylin, fring, RNF189, RNF34L, CARP2, CARP-2
RFK	riboflavin kinase	FLJ11149, RIFK
RFLNA	refilin A	FLJ44614, Cfm2, RefilinA
RFLNB	refilin B	MGC45871, RefilinB, Cfm1
RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	
RFPL1	ret finger protein like 1	RNF78
RFPL2	ret finger protein like 2	RNF79
RFPL3	ret finger protein like 3	RNF120
RFPL4A	ret finger protein like 4A	RNF210
RFPL4AL1	ret finger protein like 4A like 1	RNF210B
RFPL4B	ret finger protein like 4B	RNF211
RFT1	RFT1 homolog	CDG1N
RFTN1	raftlin, lipid raft linker 1	MIG2, KIAA0084, FLJ23866, Raftlin
RFTN2	raftlin family member 2	FLJ30574, Raftlin-2
RFWD3	ring finger and WD repeat domain 3	FLJ10520, RNF201, FANCW
RFX1	regulatory factor X1	EF-C
RFX2	regulatory factor X2	FLJ14226
RFX3	regulatory factor X3	
RFX4	regulatory factor X4	
RFX5	regulatory factor X5	
RFX6	regulatory factor X6	MGC33442, dJ955L16.1
RFX7	regulatory factor X7	FLJ12994
RFX8	RFX family member 8, lacking RFX DNA binding domain	FLJ42986
RFXANK	regulatory factor X associated ankyrin containing protein	BLS, RFX-B, ANKRA1, F14150_1, MGC138628
RFXAP	regulatory factor X associated protein	
RGCC	regulator of cell cycle	bA157L14.2, RGC-32, RGC32
RGL1	ral guanine nucleotide dissociation stimulator like 1	RGL
RGL2	ral guanine nucleotide dissociation stimulator like 2	KE1.5, HKE1.5
RGL3	ral guanine nucleotide dissociation stimulator like 3	FLJ32585
RGL4	ral guanine nucleotide dissociation stimulator like 4	Rgr
RGMA	repulsive guidance molecule BMP co-receptor a	RGM, RGMa
RGMB	repulsive guidance molecule BMP co-receptor b	FLJ90406, DRAGON
RGN	regucalcin	SMP30, RC
RGP1	RGP1 homolog, RAB6A GEF complex partner 1	
RGPD1	RANBP2 like and GRIP domain containing 1	RGP1
RGPD2	RANBP2 like and GRIP domain containing 2	RGP2, RANBP2L2
RGPD3	RANBP2 like and GRIP domain containing 3	RGP3
RGPD4	RANBP2 like and GRIP domain containing 4	RGP4, DKFZp686P0288
RGPD5	RANBP2 like and GRIP domain containing 5	RGP5, BS-63, DKFZp686I1842
RGPD6	RANBP2 like and GRIP domain containing 6	RGP6
RGPD8	RANBP2 like and GRIP domain containing 8	RanBP2alpha
RGR	retinal G protein coupled receptor	RP44
RGS1	regulator of G protein signaling 1	1R20, IR20, BL34
RGS2	regulator of G protein signaling 2	
RGS3	regulator of G protein signaling 3	C2PA, FLJ20370, PDZ-RGS3
RGS4	regulator of G protein signaling 4	
RGS5	regulator of G protein signaling 5	
RGS6	regulator of G protein signaling 6	
RGS7	regulator of G protein signaling 7	
RGS7BP	regulator of G protein signaling 7 binding protein	R7BP
RGS8	regulator of G protein signaling 8	MGC119067, MGC119068, MGC119069
RGS9	regulator of G protein signaling 9	PERRS, RGS9L, MGC26458, MGC111763
RGS9BP	regulator of G protein signaling 9 binding protein	FLJ45744, PERRS, R9AP, RGS9
RGS10	regulator of G protein signaling 10	
RGS11	regulator of G protein signaling 11	
RGS12	regulator of G protein signaling 12	
RGS13	regulator of G protein signaling 13	
RGS14	regulator of G protein signaling 14	
RGS16	regulator of G protein signaling 16	A28-RGS14, RGS-r
RGS17	regulator of G protein signaling 17	RGSZ2, RGS-17
RGS18	regulator of G protein signaling 18	RGS13
RGS19	regulator of G protein signaling 19	GAIP, RGSGAIP
RGS20	regulator of G protein signaling 20	RGSZ1, ZGAP1
RGS21	regulator of G protein signaling 21	
RGS22	regulator of G protein signaling 22	DKFZP434I092, PRTD-NY2, CT145
RGSL1	regulator of G protein signaling like 1	
RHAG	Rh associated glycoprotein	RH50A, CD241, SLC42A1
RHBDD1	rhomboid domain containing 1	DKFZp547E052
RHBDD2	rhomboid domain containing 2	NPD007
RHBDD3	rhomboid domain containing 3	PTAG
RHBDF1	rhomboid 5 homolog 1	EGFR-RS, FLJ2235, Dist1, iRhom1
RHBDF2	rhomboid 5 homolog 2	FLJ22341, RHBDL5, TOCG, iRhom2
RHBDL1	rhomboid like 1	RRP
RHBDL2	rhomboid like 2	FLJ20435
RHBDL3	rhomboid like 3	VRHO
RHBG	Rh family B glycoprotein (gene/pseudogene)	SLC42A2
RHCE	Rh blood group CcEe antigens	CD240CE
RHCG	Rh family C glycoprotein	RHGK, PDRC2, SLC42A3
RHD	Rh blood group D antigen	Rh30a, Rh4, RhPI, RhII, DIIIc, CD240D
RHEB	Ras homolog, mTORC1 binding	
RHEBL1	RHEB like 1	MGC34869, FLJ25797, RHEB2
RHEX	regulator of hemoglobinization and erythroid cell expansion	FLJ16052
RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	HKMT1188, MGC13204, RHINO
RHO	rhodopsin	OPN2, CSNBAD1
RHOA	ras homolog family member A	RhoA, Rho12, RHOH12
RHOB	ras homolog family member B	RhoB, RHOH6, MST081
RHOBTB1	Rho related BTB domain containing 1	KIAA0740
RHOBTB2	Rho related BTB domain containing 2	KIAA0717, DBC2
RHOBTB3	Rho related BTB domain containing 3	KIAA0878
RHOC	ras homolog family member C	RhoC
RHOD	ras homolog family member D	RhoHP1, RhoD, Rho
RHOF	ras homolog family member F, filopodia associated	FLJ20247, RIF
RHOG	ras homolog family member G	RhoG, MGC125835, MGC125836
RHOH	ras homolog family member H	RhoH, TTF
RHOJ	ras homolog family member J	FLJ14445, TCL
RHOQ	ras homolog family member Q	TC10
RHOT1	ras homolog family member T1	MIRO-1, FLJ11040, MIRO1
RHOT2	ras homolog family member T2	MIRO-2
RHOU	ras homolog family member U	WRCH-1, DJ646B12.2, FLJ10616, WRCH1, CDC42L1, hG28K, fJ646B12.2
RHOV	ras homolog family member V	Chp, WRCH2
RHOXF1	Rhox homeobox family member 1	OTEX, PEPP1
RHOXF2	Rhox homeobox family member 2	THG1, PEPP-2, PEPP2, CT107
RHOXF2B	Rhox homeobox family member 2B	
RHPN1	rhophilin Rho GTPase binding protein 1	KIAA1929, RHPN, ODF5
RHPN2	rhophilin Rho GTPase binding protein 2	
RIBC1	RIB43A domain with coiled-coils 1	FLJ32783
RIBC2	RIB43A domain with coiled-coils 2	DKFZp566F0546, FLJ25720
RIC1	RIC1 homolog, RAB6A GEF complex partner 1	bA207C16.1
RIC3	RIC3 acetylcholine receptor chaperone	FLJ11608, PRO1385, AYST720
RIC8A	RIC8 guanine nucleotide exchange factor A	synembryn, synembryn-A
RIC8B	RIC8 guanine nucleotide exchange factor B	FLJ10620, hSyn, RIC8
RICTOR	RPTOR independent companion of MTOR complex 2	MGC39830, AVO3, PIA, KIAA1999
RIDA	reactive intermediate imine deaminase A homolog	UK114, P14.5, PSP
RIF1	replication timing regulatory factor 1	FLJ12870, FLJ10599
RIIAD1	regulatory subunit of type II PKA R-subunit domain containing 1	FLJ36032
RILP	Rab interacting lysosomal protein	FLJ31193
RILPL1	Rab interacting lysosomal protein like 1	FLJ39378
RILPL2	Rab interacting lysosomal protein like 2	MGC7036, FLJ30380, FLJ32372
RIMBP2	RIMS binding protein 2	KIAA0318, RBP2, MGC15831, RIM-BP2, PPP1R133
RIMBP3	RIMS binding protein 3	KIAA1666, RIMBP3.1, RIMBP3A
RIMBP3B	RIMS binding protein 3B	
RIMBP3C	RIMS binding protein 3C	
RIMKLA	ribosomal modification protein rimK like family member A	MGC47816, RP11-157D18.1, NAAGS-II
RIMKLB	ribosomal modification protein rimK like family member B	KIAA1238, NAAGS, NAAGS-I
RIMS1	regulating synaptic membrane exocytosis 1	RIM, KIAA0340, RIM1
RIMS2	regulating synaptic membrane exocytosis 2	KIAA0751, RIM2, OBOE
RIMS3	regulating synaptic membrane exocytosis 3	RIM3, NIM3
RIMS4	regulating synaptic membrane exocytosis 4	dJ781B1.3
RIN1	Ras and Rab interactor 1	
RIN2	Ras and Rab interactor 2	RASSF4
RIN3	Ras and Rab interactor 3	FLJ22439
RING1	ring finger protein 1	RNF1
RINL	Ras and Rab interactor like	FLJ45909
RINT1	RAD50 interactor 1	FLJ11785, RINT-1
RIOK1	RIO kinase 1	AD034, FLJ30006, bA288G3.1, RRP10
RIOK2	RIO kinase 2	FLJ11159
RIOK3	RIO kinase 3	
RIOX1	ribosomal oxygenase 1	FLJ21802, NO66, MAPJD, JMJD9
RIOX2	ribosomal oxygenase 2	MINA53, FLJ14393, mdig, NO52, JMJD10
RIPK1	receptor interacting serine/threonine kinase 1	RIP
RIPK2	receptor interacting serine/threonine kinase 2	RICK, RIP2, CARDIAK, CARD3
RIPK3	receptor interacting serine/threonine kinase 3	RIP3
RIPK4	receptor interacting serine/threonine kinase 4	DIK, ANKK2, RIP4, PKK
RIPOR1	RHO family interacting cell polarization regulator 1	FLJ13725
RIPOR2	RHO family interacting cell polarization regulator 2	KIAA0386, DIFF48, MYONAP
